Texas, Average Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
199508,82.2,0.3
199509,75.4,-0.5
199510,66.3,0.3
199511,55.9,1.3
199512,48.8,2.0
199601,45.9,0.5
199602,52.9,3.6
199603,53.1,-3.3
199604,64.5,-0.3
199605,78.5,6.0
199606,81.1,1.5
199607,83.6,1.3
199608,80.3,-1.6
199609,73.9,-2.0
199610,65.8,-0.2
199611,55.9,1.3
199612,49.8,3.0
199701,44.9,-0.5
199702,49.0,-0.3
199703,59.4,3.0
199704,59.7,-5.1
199705,70.5,-2.0
199706,77.6,-2.0
199707,82.7,0.4
199708,81.8,-0.1
199709,78.0,2.1
199710,66.0,0.0
199711,52.5,-2.1
199712,45.0,-1.8
199801,50.6,5.2
199802,51.1,1.8
199803,55.0,-1.4
199804,63.0,-1.8
199805,77.2,4.7
199806,83.9,4.3
199807,86.4,4.1
199808,82.3,0.4
199809,79.5,3.6
199810,68.5,2.5
199811,58.5,3.9
199812,48.2,1.4
199901,50.3,4.9
199902,56.6,7.3
199903,57.6,1.2
199904,66.9,2.1
199905,72.8,0.3
199906,79.2,-0.4
199907,81.8,-0.5
199908,84.3,2.4
199909,75.8,-0.1
199910,65.8,-0.2
199911,59.6,5.0
199912,48.6,1.8
200001,50.7,5.3
200002,57.0,7.7
200003,61.4,5.0
200004,66.1,1.3
200005,76.9,4.4
200006,78.6,-1.0
200007,84.1,1.8
200008,84.2,2.3
200009,78.1,2.2
200010,67.2,1.2
200011,51.1,-3.5
200012,42.4,-4.4
200101,43.9,-1.5
200102,51.9,2.6
200103,53.3,-3.1
200104,67.8,3.0
200105,74.1,1.6
200106,80.9,1.3
200107,85.1,2.8
200108,82.8,0.9
200109,74.9,-1.0
200110,65.4,-0.6
200111,58.9,4.3
200112,49.4,2.6
200201,48.7,3.3
200202,47.1,-2.2
200203,55.4,-1.0
200204,69.1,4.3
200205,74.0,1.5
200206,80.6,1.0
200207,80.9,-1.4
200208,82.8,0.9
200209,76.0,0.1
200210,64.9,-1.1
200211,53.0,-1.6
200212,47.8,1.0
200301,46.2,0.8
200302,48.3,-1.0
200303,57.2,0.8
200304,66.6,1.8
200305,75.8,3.3
200306,78.5,-1.1
200307,82.1,-0.2
200308,82.9,1.0
200309,73.9,-2.0
200310,67.4,1.4
200311,58.0,3.4
200312,49.1,2.3
200401,48.9,3.5
200402,47.4,-1.9
200403,61.8,5.4
200404,64.3,-0.5
200405,73.7,1.2
200406,78.7,-0.9
200407,80.7,-1.6
200408,79.2,-2.7
200409,75.2,-0.7
200410,69.7,3.7
200411,55.7,1.1
200412,47.6,0.8
200501,50.7,5.3
200502,51.9,2.6
200503,56.5,0.1
200504,64.3,-0.5
200505,71.8,-0.7
200506,80.5,0.9
200507,82.4,0.1
200508,81.3,-0.6
200509,79.9,4.0
200510,66.4,0.4
200511,58.7,4.1
200512,47.2,0.4
200601,52.9,7.5
200602,50.2,0.9
200603,61.1,4.7
200604,70.7,5.9
200605,75.7,3.2
200606,80.8,1.2
200607,83.4,1.1
200608,83.6,1.7
200609,74.1,-1.8
200610,66.8,0.8
200611,57.9,3.3
200612,48.2,1.4
200701,42.5,-2.9
200702,49.4,0.1
200703,61.9,5.5
200704,61.7,-3.1
200705,71.4,-1.1
200706,77.9,-1.7
200707,79.0,-3.3
200708,81.8,-0.1
200709,77.1,1.2
200710,68.6,2.6
200711,57.6,3.0
200712,49.2,2.4
200801,46.1,0.7
200802,53.2,3.9
200803,58.4,2.0
200804,65.3,0.5
200805,74.3,1.8
200806,82.9,3.3
200807,81.7,-0.6
200808,80.8,-1.1
200809,73.3,-2.6
200810,65.4,-0.6
200811,56.8,2.2
200812,48.2,1.4
200901,47.9,2.5
200902,55.5,6.2
200903,59.5,3.1
200904,64.8,0.0
200905,73.6,1.1
200906,81.7,2.1
200907,84.1,1.8
200908,83.3,1.4
200909,74.1,-1.8
200910,64.2,-1.8
200911,57.3,2.7
200912,43.1,-3.7
201001,44.4,-1.0
201002,44.0,-5.3
201003,54.8,-1.6
201004,65.0,0.2
201005,73.8,1.3
201006,82.7,3.1
201007,81.4,-0.9
201008,84.4,2.5
201009,77.7,1.8
201010,67.2,1.2
201011,56.6,2.0
201012,49.2,2.4
201101,45.0,-0.4
201102,48.7,-0.6
201103,61.8,5.4
201104,70.3,5.5
201105,74.1,1.6
201106,85.2,5.6
201107,87.0,4.7
201108,88.2,6.3
201109,77.9,2.0
201110,66.9,0.9
201111,56.9,2.3
201112,46.1,-0.7
201201,50.4,5.0
201202,51.8,2.5
201203,63.2,6.8
201204,70.2,5.4
201205,75.5,3.0
201206,82.4,2.8
201207,83.4,1.1
201208,83.7,1.8
201209,76.6,0.7
201210,65.9,-0.1
201211,59.0,4.4
201212,51.1,4.3
201301,47.9,2.5
201302,51.7,2.4
201303,57.2,0.8
201304,63.0,-1.8
201305,72.5,0.0
201306,81.8,2.2
201307,81.3,-1.0
201308,83.3,1.4
201309,78.2,2.3
201310,66.7,0.7
201311,52.9,-1.7
201312,44.8,-2.0
201401,44.5,-0.9
201402,48.4,-0.9
201403,54.8,-1.6
201404,65.4,0.6
201405,72.0,-0.5
201406,80.6,1.0
201407,81.7,-0.6
201408,82.6,0.7
201409,76.4,0.5
201410,69.6,3.6
201411,51.5,-3.1
201412,50.7,3.9
201501,44.0,-1.4
201502,48.2,-1.1
201503,56.2,-0.2
201504,66.6,1.8
201505,71.6,-0.9
201506,79.3,-0.3
201507,83.2,0.9
201508,83.3,1.4
201509,79.2,3.3
201510,69.2,3.2
201511,57.3,2.7
201512,51.5,4.7
201601,46.4,1.0
201602,54.4,5.1
201603,61.2,4.8
201604,66.1,1.3
201605,71.6,-0.9
201606,80.1,0.5
201607,85.4,3.1
201608,81.5,-0.4
201609,77.6,1.7
201610,70.9,4.9
201611,61.0,6.4
201612,49.6,2.8
201701,50.8,5.4
201702,58.4,9.1
201703,63.6,7.2
201704,67.1,2.3
201705,72.0,-0.5
201706,80.6,1.0
201707,83.6,1.3
201708,80.6,-1.3
201709,76.5,0.6
201710,66.5,0.5
201711,60.3,5.7
201712,47.8,1.0
201801,43.8,-1.6
201802,52.3,3.0
201803,61.7,5.3
201804,63.0,-1.8
201805,78.0,5.5
201806,83.9,4.3
201807,84.5,2.2
201808,83.0,1.1
201809,76.2,0.3
201810,65.4,-0.6
201811,51.9,-2.7
201812,48.3,1.5
201901,47.2,1.8
201902,51.9,2.6
201903,55.7,-0.7
201904,65.0,0.2
201905,72.5,0.0
201906,79.1,-0.5
201907,82.8,0.5
201908,85.9,4.0
201909,81.5,5.6
201910,65.2,-0.8
201911,53.2,-1.4
201912,50.7,3.9
202001,50.7,5.3
202002,49.4,0.1
202003,63.2,6.8
202004,65.1,0.3
202005,74.6,2.1
202006,80.7,1.1
202007,85.2,2.9
202008,84.4,2.5
202009,74.1,-1.8
202010,65.9,-0.1
202011,60.6,6.0
202012,48.5,1.7
202101,47.3,1.9
202102,44.0,-5.3
202103,59.4,3.0
202104,63.7,-1.1
202105,71.9,-0.6
202106,80.3,0.7
202107,80.9,-1.4
202108,81.9,0.0
202109,78.2,2.3
202110,69.8,3.8
202111,57.3,2.7
202112,59.1,12.3
202201,45.9,0.5
202202,45.9,-3.4
202203,57.2,0.8
202204,68.8,4.0
202205,78.0,5.5
202206,83.8,4.2
202207,87.1,4.8
202208,83.3,1.4
202209,77.8,1.9
202210,66.4,0.4
202211,54.0,-0.6
202212,50.0,3.2
202301,51.6,6.2
202302,52.1,2.8
202303,60.4,4.0
202304,64.6,-0.2

Texas, Maximum Temperature
Units: Degrees Fahrenheit
Base Period: 1895-2000
Missing: -99
Date,Value,Anomaly
189501,57.9,0.2
189502,50.2,-11.8
189503,69.7,0.3
189504,79.6,1.8
189505,81.6,-3.1
189506,89.4,-2.2
189507,91.3,-3.0
189508,94.4,0.2
189509,89.8,1.8
189510,75.4,-3.4
189511,62.4,-4.7
189512,58.6,-0.3
189601,56.7,-1.0
189602,63.4,1.4
189603,67.2,-2.2
189604,79.0,1.2
189605,89.6,4.9
189606,95.5,3.9
189607,93.4,-0.9
189608,96.5,2.3
189609,87.9,-0.1
189610,74.3,-4.5
189611,65.2,-1.9
189612,61.7,2.8
189701,51.3,-6.4
189702,64.5,2.5
189703,72.0,2.6
189704,78.6,0.8
189705,84.2,-0.5
189706,92.2,0.6
189707,97.4,3.1
189708,92.8,-1.4
189709,88.0,0.0
189710,81.9,3.1
189711,70.9,3.8
189712,56.9,-2.0
189801,60.7,3.0
189802,65.7,3.7
189803,68.4,-1.0
189804,76.7,-1.1
189805,85.1,0.4
189806,90.2,-1.4
189807,92.7,-1.6
189808,93.0,-1.2
189809,88.8,0.8
189810,80.3,1.5
189811,63.6,-3.5
189812,53.4,-5.5
189901,55.5,-2.2
189902,52.4,-9.6
189903,71.8,2.4
189904,75.5,-2.3
189905,87.8,3.1
189906,90.8,-0.8
189907,93.1,-1.2
189908,98.4,4.2
189909,89.3,1.3
189910,80.2,1.4
189911,67.7,0.6
189912,56.0,-2.9
190001,57.6,-0.1
190002,59.4,-2.6
190003,67.6,-1.8
190004,75.1,-2.7
190005,83.2,-1.5
190006,93.6,2.0
190007,91.3,-3.0
190008,91.6,-2.6
190009,88.9,0.9
190010,78.4,-0.4
190011,67.4,0.3
190012,58.5,-0.4
190101,60.4,2.7
190102,58.0,-4.0
190103,70.2,0.8
190104,75.8,-2.0
190105,85.3,0.6
190106,94.8,3.2
190107,95.9,1.6
190108,96.4,2.2
190109,87.6,-0.4
190110,80.8,2.0
190111,69.2,2.1
190112,58.9,0.0
190201,57.3,-0.4
190202,60.1,-1.9
190203,70.0,0.6
190204,80.7,2.9
190205,87.1,2.4
190206,94.9,3.3
190207,91.4,-2.9
190208,95.9,1.7
190209,86.2,-1.8
190210,79.4,0.6
190211,68.3,1.2
190212,56.9,-2.0
190301,56.2,-1.5
190302,53.6,-8.4
190303,64.9,-4.5
190304,76.3,-1.5
190305,80.8,-3.9
190306,84.7,-6.9
190307,92.9,-1.4
190308,92.2,-2.0
190309,86.3,-1.7
190310,76.9,-1.9
190311,68.2,1.1
190312,60.8,1.9
190401,58.6,0.9
190402,68.4,6.4
190403,76.3,6.9
190404,78.0,0.2
190405,83.8,-0.9
190406,89.1,-2.5
190407,91.7,-2.6
190408,91.7,-2.5
190409,86.1,-1.9
190410,78.5,-0.3
190411,67.6,0.5
190412,59.2,0.3
190501,53.6,-4.1
190502,48.8,-13.2
190503,69.5,0.1
190504,73.9,-3.9
190505,84.4,-0.3
190506,90.5,-1.1
190507,91.2,-3.1
190508,94.3,0.1
190509,89.3,1.3
190510,76.0,-2.8
190511,67.1,0.0
190512,52.1,-6.8
190601,59.9,2.2
190602,59.7,-2.3
190603,65.1,-4.3
190604,76.5,-1.3
190605,84.4,-0.3
190606,92.4,0.8
190607,90.0,-4.3
190608,89.9,-4.3
190609,87.0,-1.0
190610,74.4,-4.4
190611,65.2,-1.9
190612,63.3,4.4
190701,65.3,7.6
190702,68.1,6.1
190703,79.1,9.7
190704,76.8,-1.0
190705,79.6,-5.1
190706,91.8,0.2
190707,92.5,-1.8
190708,95.5,1.3
190709,91.2,3.2
190710,76.1,-2.7
190711,61.3,-5.8
190712,60.6,1.7
190801,60.2,2.5
190802,62.1,0.1
190803,75.4,6.0
190804,77.0,-0.8
190805,85.1,0.4
190806,92.2,0.6
190807,91.1,-3.2
190808,91.7,-2.5
190809,87.2,-0.8
190810,77.7,-1.1
190811,68.9,1.8
190812,62.0,3.1
190901,63.6,5.9
190902,67.0,5.0
190903,71.7,2.3
190904,79.0,1.2
190905,85.1,0.4
190906,92.4,0.8
190907,95.4,1.1
190908,94.4,0.2
190909,88.7,0.7
190910,80.6,1.8
190911,73.0,5.9
190912,51.8,-7.1
191001,60.2,2.5
191002,59.7,-2.3
191003,76.2,6.8
191004,78.0,0.2
191005,83.8,-0.9
191006,92.8,1.2
191007,96.5,2.2
191008,96.3,2.1
191009,91.7,3.7
191010,79.4,0.6
191011,70.3,3.2
191012,60.1,1.2
191101,65.4,7.7
191102,63.0,1.0
191103,73.0,3.6
191104,75.9,-1.9
191105,84.4,-0.3
191106,96.5,4.9
191107,92.7,-1.6
191108,95.2,1.0
191109,92.8,4.8
191110,77.6,-1.2
191111,64.2,-2.9
191112,53.6,-5.3
191201,55.1,-2.6
191202,58.6,-3.4
191203,62.5,-6.9
191204,76.1,-1.7
191205,86.5,1.8
191206,89.8,-1.8
191207,95.9,1.6
191208,94.6,0.4
191209,88.5,0.5
191210,79.0,0.2
191211,66.7,-0.4
191212,53.7,-5.2
191301,57.5,-0.2
191302,56.7,-5.3
191303,65.7,-3.7
191304,77.3,-0.5
191305,86.2,1.5
191306,87.8,-3.8
191307,94.9,0.6
191308,95.3,1.1
191309,83.1,-4.9
191310,73.9,-4.9
191311,69.5,2.4
191312,53.3,-5.6
191401,64.4,6.7
191402,59.3,-2.7
191403,67.5,-1.9
191404,76.1,-1.7
191405,80.1,-4.6
191406,90.7,-0.9
191407,95.9,1.6
191408,90.3,-3.9
191409,88.2,0.2
191410,77.5,-1.3
191411,66.2,-0.9
191412,48.3,-10.6
191501,54.9,-2.8
191502,63.3,1.3
191503,57.6,-11.8
191504,75.0,-2.8
191505,83.5,-1.2
191506,92.7,1.1
191507,93.6,-0.7
191508,90.2,-4.0
191509,87.0,-1.0
191510,80.0,1.2
191511,72.2,5.1
191512,63.0,4.1
191601,60.7,3.0
191602,66.6,4.6
191603,77.0,7.6
191604,75.7,-2.1
191605,86.6,1.9
191606,94.6,3.0
191607,94.6,0.3
191608,92.7,-1.5
191609,87.4,-0.6
191610,79.5,0.7
191611,67.9,0.8
191612,61.7,2.8
191701,59.6,1.9
191702,66.1,4.1
191703,70.9,1.5
191704,78.1,0.3
191705,81.1,-3.6
191706,94.8,3.2
191707,97.2,2.9
191708,95.5,1.3
191709,87.9,-0.1
191710,79.8,1.0
191711,71.2,4.1
191712,57.2,-1.7
191801,52.6,-5.1
191802,65.0,3.0
191803,74.8,5.4
191804,76.4,-1.4
191805,85.3,0.6
191806,95.0,3.4
191807,97.7,3.4
191808,96.5,2.3
191809,86.3,-1.7
191810,79.1,0.3
191811,61.0,-6.1
191812,57.3,-1.6
191901,53.6,-4.1
191902,59.7,-2.3
191903,67.0,-2.4
191904,76.9,-0.9
191905,81.8,-2.9
191906,86.6,-5.0
191907,91.1,-3.2
191908,93.9,-0.3
191909,86.0,-2.0
191910,77.1,-1.7
191911,66.0,-1.1
191912,58.1,-0.8
192001,53.5,-4.2
192002,62.8,0.8
192003,68.2,-1.2
192004,77.5,-0.3
192005,85.2,0.5
192006,89.4,-2.2
192007,94.9,0.6
192008,89.0,-5.2
192009,90.0,2.0
192010,78.8,0.0
192011,63.3,-3.8
192012,60.8,1.9
192101,63.4,5.7
192102,65.2,3.2
192103,72.8,3.4
192104,76.5,-1.3
192105,85.3,0.6
192106,89.2,-2.4
192107,92.9,-1.4
192108,96.2,2.0
192109,90.4,2.4
192110,82.1,3.3
192111,73.8,6.7
192112,66.0,7.1
192201,53.6,-4.1
192202,65.0,3.0
192203,68.7,-0.7
192204,76.9,-0.9
192205,85.6,0.9
192206,90.3,-1.3
192207,95.8,1.5
192208,97.5,3.3
192209,90.7,2.7
192210,80.0,1.2
192211,66.8,-0.3
192212,64.6,5.7
192301,66.7,9.0
192302,57.2,-4.8
192303,64.6,-4.8
192304,75.4,-2.4
192305,85.8,1.1
192306,91.8,0.2
192307,95.3,1.0
192308,95.0,0.8
192309,87.5,-0.5
192310,72.7,-6.1
192311,63.2,-3.9
192312,56.6,-2.3
192401,53.5,-4.2
192402,59.2,-2.8
192403,62.5,-6.9
192404,76.6,-1.2
192405,81.4,-3.3
192406,94.8,3.2
192407,94.8,0.5
192408,97.7,3.5
192409,87.4,-0.6
192410,80.8,2.0
192411,72.4,5.3
192412,56.9,-2.0
192501,57.2,-0.5
192502,69.8,7.8
192503,75.7,6.3
192504,83.6,5.8
192505,85.9,1.2
192506,95.6,4.0
192507,97.6,3.3
192508,93.5,-0.7
192509,88.5,0.5
192510,73.8,-5.0
192511,65.9,-1.2
192512,55.2,-3.7
192601,53.5,-4.2
192602,68.5,6.5
192603,63.8,-5.6
192604,72.1,-5.7
192605,83.3,-1.4
192606,91.5,-0.1
192607,92.2,-2.1
192608,93.8,-0.4
192609,90.3,2.3
192610,80.7,1.9
192611,65.9,-1.2
192612,57.7,-1.2
192701,60.9,3.2
192702,67.2,5.2
192703,69.3,-0.1
192704,81.4,3.6
192705,89.9,5.2
192706,90.8,-0.8
192707,94.3,0.0
192708,96.0,1.8
192709,89.0,1.0
192710,82.4,3.6
192711,75.2,8.1
192712,53.8,-5.1
192801,59.6,1.9
192802,60.4,-1.6
192803,72.4,3.0
192804,75.3,-2.5
192805,85.3,0.6
192806,91.6,0.0
192807,94.7,0.4
192808,93.6,-0.6
192809,86.4,-1.6
192810,82.0,3.2
192811,63.9,-3.2
192812,58.6,-0.3
192901,59.3,1.6
192902,54.1,-7.9
192903,70.9,1.5
192904,80.3,2.5
192905,82.4,-2.3
192906,93.0,1.4
192907,93.3,-1.0
192908,96.8,2.6
192909,88.6,0.6
192910,78.6,-0.2
192911,59.3,-7.8
192912,60.8,1.9
193001,48.4,-9.3
193002,69.4,7.4
193003,66.1,-3.3
193004,83.1,5.3
193005,83.0,-1.7
193006,90.9,-0.7
193007,96.2,1.9
193008,96.6,2.4
193009,91.8,3.8
193010,74.4,-4.4
193011,64.3,-2.8
193012,54.6,-4.3
193101,56.7,-1.0
193102,62.0,0.0
193103,64.3,-5.1
193104,72.8,-5.0
193105,80.9,-3.8
193106,93.0,1.4
193107,94.2,-0.1
193108,92.9,-1.3
193109,93.7,5.7
193110,83.7,4.9
193111,69.6,2.5
193112,57.1,-1.8
193201,57.8,0.1
193202,67.7,5.7
193203,65.1,-4.3
193204,79.6,1.8
193205,83.8,-0.9
193206,91.9,0.3
193207,95.3,1.0
193208,93.8,-0.4
193209,83.4,-4.6
193210,76.8,-2.0
193211,66.0,-1.1
193212,52.7,-6.2
193301,63.2,5.5
193302,59.8,-2.2
193303,71.4,2.0
193304,79.4,1.6
193305,87.8,3.1
193306,93.6,2.0
193307,96.0,1.7
193308,93.3,-0.9
193309,91.3,3.3
193310,82.0,3.2
193311,70.4,3.3
193312,67.7,8.8
193401,59.9,2.2
193402,63.2,1.2
193403,69.7,0.3
193404,79.4,1.6
193405,87.7,3.0
193406,97.1,5.5
193407,98.3,4.0
193408,96.9,2.7
193409,88.9,0.9
193410,85.4,6.6
193411,70.7,3.6
193412,60.6,1.7
193501,63.2,5.5
193502,62.7,0.7
193503,74.2,4.8
193504,78.5,0.7
193505,81.4,-3.3
193506,89.2,-2.4
193507,94.3,0.0
193508,95.8,1.6
193509,83.4,-4.6
193510,80.3,1.5
193511,64.6,-2.5
193512,55.4,-3.5
193601,56.9,-0.8
193602,59.1,-2.9
193603,73.3,3.9
193604,78.8,1.0
193605,83.6,-1.1
193606,94.7,3.1
193607,93.7,-0.6
193608,96.8,2.6
193609,86.6,-1.4
193610,74.8,-4.0
193611,63.3,-3.8
193612,60.4,1.5
193701,54.4,-3.3
193702,62.2,0.2
193703,63.6,-5.8
193704,79.6,1.8
193705,87.2,2.5
193706,93.0,1.4
193707,95.9,1.6
193708,97.3,3.1
193709,89.9,1.9
193710,80.1,1.3
193711,64.9,-2.2
193712,55.7,-3.2
193801,59.0,1.3
193802,65.0,3.0
193803,75.0,5.6
193804,76.6,-1.2
193805,85.3,0.6
193806,92.1,0.5
193807,93.9,-0.4
193808,95.4,1.2
193809,90.1,2.1
193810,83.7,4.9
193811,67.1,0.0
193812,60.8,1.9
193901,59.9,2.2
193902,60.3,-1.7
193903,72.5,3.1
193904,80.1,2.3
193905,87.8,3.1
193906,93.6,2.0
193907,96.5,2.2
193908,94.2,0.0
193909,92.6,4.6
193910,81.6,2.8
193911,63.7,-3.4
193912,63.8,4.9
194001,48.7,-9.0
194002,61.0,-1.0
194003,72.2,2.8
194004,78.2,0.4
194005,84.8,0.1
194006,88.5,-3.1
194007,93.9,-0.4
194008,92.8,-1.4
194009,88.1,0.1
194010,81.1,2.3
194011,63.9,-3.2
194012,60.6,1.7
194101,58.6,0.9
194102,57.8,-4.2
194103,61.9,-7.5
194104,74.6,-3.2
194105,83.0,-1.7
194106,87.4,-4.2
194107,92.4,-1.9
194108,93.7,-0.5
194109,87.5,-0.5
194110,78.9,0.1
194111,66.9,-0.2
194112,59.8,0.9
194201,56.7,-1.0
194202,59.9,-2.1
194203,69.0,-0.4
194204,76.6,-1.2
194205,84.0,-0.7
194206,92.0,0.4
194207,93.1,-1.2
194208,91.9,-2.3
194209,84.6,-3.4
194210,77.2,-1.6
194211,72.0,4.9
194212,62.4,3.5
194301,59.6,1.9
194302,68.0,6.0
194303,67.6,-1.8
194304,81.8,4.0
194305,85.5,0.8
194306,91.8,0.2
194307,95.4,1.1
194308,99.0,4.8
194309,86.7,-1.3
194310,77.4,-1.4
194311,67.0,-0.1
194312,55.6,-3.3
194401,57.0,-0.7
194402,62.8,0.8
194403,68.2,-1.2
194404,77.8,0.0
194405,83.8,-0.9
194406,92.2,0.6
194407,96.3,2.0
194408,95.1,0.9
194409,86.8,-1.2
194410,79.9,1.1
194411,66.7,-0.4
194412,55.4,-3.5
194501,58.2,0.5
194502,63.8,1.8
194503,73.3,3.9
194504,76.5,-1.3
194505,86.9,2.2
194506,92.5,0.9
194507,92.3,-2.0
194508,94.3,0.1
194509,90.6,2.6
194510,76.5,-2.3
194511,72.6,5.5
194512,58.6,-0.3
194601,55.2,-2.5
194602,65.3,3.3
194603,73.3,3.9
194604,82.0,4.2
194605,84.0,-0.7
194606,90.6,-1.0
194607,96.4,2.1
194608,95.3,1.1
194609,85.9,-2.1
194610,79.0,0.2
194611,67.3,0.2
194612,63.4,4.5
194701,54.4,-3.3
194702,57.6,-4.4
194703,64.7,-4.7
194704,76.9,-0.9
194705,84.3,-0.4
194706,92.7,1.1
194707,96.0,1.7
194708,94.6,0.4
194709,91.9,3.9
194710,85.6,6.8
194711,63.8,-3.3
194712,59.1,0.2
194801,52.3,-5.4
194802,58.6,-3.4
194803,66.2,-3.2
194804,83.7,5.9
194805,86.8,2.1
194806,94.7,3.1
194807,94.9,0.6
194808,96.8,2.6
194809,88.6,0.6
194810,78.6,-0.2
194811,66.6,-0.5
194812,63.6,4.7
194901,49.9,-7.8
194902,61.3,-0.7
194903,68.7,-0.7
194904,73.1,-4.7
194905,85.4,0.7
194906,91.6,0.0
194907,94.6,0.3
194908,92.8,-1.4
194909,87.5,-0.5
194910,76.9,-1.9
194911,73.7,6.6
194912,60.3,1.4
195001,63.2,5.5
195002,66.0,4.0
195003,69.9,0.5
195004,77.3,-0.5
195005,85.6,0.9
195006,90.9,-0.7
195007,91.6,-2.7
195008,93.4,-0.8
195009,86.2,-1.8
195010,84.4,5.6
195011,70.2,3.1
195012,62.5,3.6
195101,60.1,2.4
195102,63.0,1.0
195103,69.8,0.4
195104,77.8,0.0
195105,85.4,0.7
195106,91.9,0.3
195107,97.2,2.9
195108,98.4,4.2
195109,90.0,2.0
195110,81.4,2.6
195111,64.5,-2.6
195112,62.9,4.0
195201,65.5,7.8
195202,65.9,3.9
195203,67.4,-2.0
195204,75.3,-2.5
195205,84.9,0.2
195206,93.8,2.2
195207,94.3,0.0
195208,99.1,4.9
195209,89.4,1.4
195210,79.4,0.6
195211,64.3,-2.8
195212,57.6,-1.3
195301,65.8,8.1
195302,62.2,0.2
195303,73.7,4.3
195304,78.1,0.3
195305,85.6,0.9
195306,98.4,6.8
195307,95.7,1.4
195308,93.7,-0.5
195309,91.4,3.4
195310,79.3,0.5
195311,66.2,-0.9
195312,55.6,-3.3
195401,60.8,3.1
195402,70.7,8.7
195403,68.5,-0.9
195404,81.3,3.5
195405,81.5,-3.2
195406,93.1,1.5
195407,98.4,4.1
195408,96.6,2.4
195409,93.4,5.4
195410,80.5,1.7
195411,69.0,1.9
195412,63.8,4.9
195501,56.6,-1.1
195502,61.0,-1.0
195503,71.8,2.4
195504,81.7,3.9
195505,87.0,2.3
195506,91.0,-0.6
195507,93.8,-0.5
195508,93.8,-0.4
195509,89.3,1.3
195510,80.8,2.0
195511,67.9,0.8
195512,61.7,2.8
195601,59.4,1.7
195602,61.6,-0.4
195603,72.0,2.6
195604,77.6,-0.2
195605,88.9,4.2
195606,95.0,3.4
195607,97.2,2.9
195608,96.9,2.7
195609,92.6,4.6
195610,83.3,4.5
195611,66.0,-1.1
195612,63.4,4.5
195701,58.1,0.4
195702,66.1,4.1
195703,66.9,-2.5
195704,73.9,-3.9
195705,81.2,-3.5
195706,89.6,-2.0
195707,97.4,3.1
195708,95.7,1.5
195709,87.0,-1.0
195710,73.5,-5.3
195711,61.1,-6.0
195712,63.4,4.5
195801,55.2,-2.5
195802,55.6,-6.4
195803,59.5,-9.9
195804,74.6,-3.2
195805,84.9,0.2
195806,93.5,1.9
195807,95.3,1.0
195808,95.8,1.6
195809,85.9,-2.1
195810,73.5,-5.3
195811,67.8,0.7
195812,57.7,-1.2
195901,56.0,-1.7
195902,59.6,-2.4
195903,69.3,-0.1
195904,75.0,-2.8
195905,86.0,1.3
195906,91.4,-0.2
195907,91.9,-2.4
195908,93.6,-0.6
195909,90.0,2.0
195910,77.5,-1.3
195911,62.7,-4.4
195912,60.0,1.1
196001,54.6,-3.1
196002,56.1,-5.9
196003,62.8,-6.6
196004,79.9,2.1
196005,85.0,0.3
196006,94.3,2.7
196007,93.4,-0.9
196008,92.4,-1.8
196009,89.4,1.4
196010,79.8,1.0
196011,68.2,1.1
196012,52.6,-6.3
196101,53.4,-4.3
196102,62.4,0.4
196103,71.0,1.6
196104,78.0,0.2
196105,86.6,1.9
196106,89.0,-2.6
196107,90.8,-3.5
196108,92.1,-2.1
196109,86.6,-1.4
196110,79.1,0.3
196111,62.1,-5.0
196112,58.2,-0.7
196201,53.6,-4.1
196202,70.5,8.5
196203,66.5,-2.9
196204,77.2,-0.6
196205,88.8,4.1
196206,90.2,-1.4
196207,95.1,0.8
196208,97.8,3.6
196209,87.8,-0.2
196210,81.4,2.6
196211,67.0,-0.1
196212,58.1,-0.8
196301,53.3,-4.4
196302,62.5,0.5
196303,73.4,4.0
196304,82.9,5.1
196305,86.7,2.0
196306,92.0,0.4
196307,96.0,1.7
196308,96.0,1.8
196309,89.4,1.4
196310,84.5,5.7
196311,69.6,2.5
196312,52.2,-6.7
196401,58.5,0.8
196402,56.3,-5.7
196403,69.0,-0.4
196404,79.9,2.1
196405,86.5,1.8
196406,91.8,0.2
196407,97.2,2.9
196408,95.7,1.5
196409,86.4,-1.6
196410,77.8,-1.0
196411,69.2,2.1
196412,59.7,0.8
196501,62.1,4.4
196502,58.4,-3.6
196503,61.7,-7.7
196504,80.8,3.0
196505,83.2,-1.5
196506,89.9,-1.7
196507,95.7,1.4
196508,93.4,-0.8
196509,88.8,0.8
196510,77.5,-1.3
196511,72.7,5.6
196512,61.5,2.6
196601,51.2,-6.5
196602,56.9,-5.1
196603,69.8,0.4
196604,77.4,-0.4
196605,82.8,-1.9
196606,89.7,-1.9
196607,95.9,1.6
196608,90.4,-3.8
196609,85.4,-2.6
196610,77.3,-1.5
196611,72.3,5.2
196612,59.4,0.5
196701,60.8,3.1
196702,62.1,0.1
196703,76.2,6.8
196704,82.4,4.6
196705,85.5,0.8
196706,92.2,0.6
196707,93.4,-0.9
196708,92.0,-2.2
196709,83.2,-4.8
196710,78.9,0.1
196711,67.1,0.0
196712,56.5,-2.4
196801,53.9,-3.8
196802,56.7,-5.3
196803,64.7,-4.7
196804,75.3,-2.5
196805,83.2,-1.5
196806,89.8,-1.8
